site,datetime,x,y,layer,obsval
twgw_0_4369,2018-04-01 07:12:00,2377.285659093784,-750.5158913574547,1,34.42441655
twgw_2_1960,2018-03-23 12:00:00,7346.139044750419,-0.30556947770839926,3,34.71833831
twgw_2_4369,2018-04-06 12:00:00,2382.2943635294123,-731.287169678793,3,34.42323335
twgw_0_1960,2018-04-13 09:36:00,7342.486528242131,50.99458220891215,1,34.7194119
twgw_0_202,2018-04-07 00:00:00,9000.260312632394,3355.506277632604,1,35.49579738
twgw_0_310,2018-03-13 16:48:00,9869.237510077019,2071.7000858204833,1,34.99544683
twgw_0_3076,2018-04-17 12:00:00,3767.7898343058077,1192.6725532771384,1,35.12322759
twgw_2_202,2018-03-19 09:36:00,9002.018850419525,3319.006745680373,3,35.49472355
twgw_0_2957,2018-03-28 02:24:00,5785.644647575239,-766.8019312504399,1,34.62618097
twgw_2_3076,2018-04-08 00:00:00,3832.385761844663,1154.0384951844164,3,35.12207169
twgw_2_2728,2018-04-28 19:12:00,5290.585298319484,404.5562801765389,3,34.76684609
twgw_0_1590,2018-04-24 16:48:00,6877.212040124034,1533.516731404556,1,34.89607326
